dalid	eloadoid	cim	megjelenes
3327	1467	Tom Traubert's Blues (Waltzing Matilda)	1976
3328	1467	You Wear It Well	1972
3329	1467	You're In My Heart	1977
3330	1468	It Takes Two	1990
3331	1470	Giving It All Away	1973
3332	1470	Say It Ain't So Joe	1977
3333	1470	Without Your Love	1981
3334	1471	Love Is All	1975
3335	1472	King Of The Road	1965
3336	1473	I Don't Believe In If Anymore	1970
3337	1473	New World In The Morning	1970
3338	1473	The Last Farewell	1975
3339	1474	Santa Maria	1980
3340	1475	Talking In Your Sleep	1984
3341	1475	What I Like About You	1980
3342	1476	If Tomorrow Never Comes	2002
3343	1476	When You Say Nothing At All	1999
3344	1477	Beestjes	1967
3345	1478	Hey Hey Hey	2008
3346	1479	Lovin' Whiskey	1988
3347	1480	Car Wash	1977
3348	1480	Love Don't Live Here Anymore	1978
3349	1480	Wishing On A Star	1978
3350	1481	Auto Vliegtuug	1999
3351	1481	Bestel Mar	1992
3352	1481	De Neus Umhoeg	1995
3353	1481	De Peel In Brand	2005
3354	1481	Limburg (Kwestie Van Geduld)	1996
3355	1481	November	2000
3356	1481	Vlinder	2003
3357	1482	It Must Have Been Love	1990
3358	1482	Listen To Your Heart	1989
3359	1482	The Look	1989
3360	1483	Avalon	1982
3361	1483	Dance Away	1979
3362	1483	Do The Strand	1973
3363	1483	If There's Something	1972
3364	1483	Jealous Guy	1981
3365	1483	Love Is The Drug	1976
3366	1483	More Than This	1982
3367	1483	Virginia Plain	1972
3368	1484	In Dreams	1963
3369	1484	It's Over	1964
3370	1484	Oh, Pretty Woman	1964
3371	1484	Only The Lonely	1960
3372	1484	You Got It	1989
3373	1485	Samen Een Straatje Om	1976
3374	1486	Ain't Nobody	1984
3375	1487	Going To A Town	2007
3376	1488	Slow	2010
3377	1489	Walk This Way	1986
3378	1490	Escape (The Pina Colada Song)	1980
3379	1490	Him	1980
3380	1491	Spirit Of Radio	1980
3381	1492	Leun Op Mij	1999
3382	1492	Vrede	1993
3383	1493	He'll Have To Go	1976
3384	1493	Little Sister	1979
3385	1494	Dolce Vita	1983
3386	1495	No Ordinary Love	1992
3387	1495	Smooth Operator	1984
3388	1495	The Sweetest Taboo	1985
3389	1496	Girls Girls Girls	1975
3390	1496	Sailor	1975
3391	1496	Traffic Jam	1974
3392	1497	Push It	1988
3393	1498	Soul Man	1967
3394	1499	Stop	1988
3395	1500	A Change Is Gonna Come	1964
3396	1500	Wonderful World	1986
3397	1501	Take Your Time	2015
3398	1502	I'm Not The Only One	2014
3399	1502	Stay With Me	2014
3400	1502	Writing's On The Wall	2015
3401	1503	Wooly Bully	1965
3402	1504	Baretta's Theme	1976
3403	1504	Candy Man	1972
3404	1504	Mr. Bojangles	1967
3405	1505	Puppet On A String	1967
3406	1506	Guantanamera	1966
3407	1507	I'll Never Be Maria Magdalena	1985
3408	1508	J'Aime La Vie	1986
3409	1509	Keep Your Head Up	2012
3410	1510	Capital Punishment	1969
3411	1510	Just A Friend	1971
3412	1510	The Eyes Of Jenny	1981
3413	1510	True Love That's A Wonder	1971
3414	1511	Don't Let Me Be Misunderstood	1977
3415	1512	Charly	1973
3416	1513	Black Magic Woman	1970
3417	1513	Europa (Earth's Cry Heaven Smile)	1976
3418	1513	Jingo Lo-Ba	1970
3419	1513	Oye Como Va	1971
3420	1513	Samba Pa Ti	1970
3421	1513	She's Not There	1978
3422	1514	The Healer	1990
3423	1515	They All Went To Mexico	1983
3424	1516	Maria Maria	2000
3425	1517	Smooth	2000
3426	1518	Time To Say Goodbye (Con Te PartirĂ˛)	1997
3427	1519	I Surrender	2004
3428	1519	The Day After Tomorrow	2002
3429	1519	The Second You Sleep	2002
3430	1520	I Don't Feel Like Dancin'	2007
3431	1521	Send me an angel	1991
3432	1521	Still Loving You	1987
3433	1521	Wind Of Change	1991
3434	1522	If I Had Words	1977
3435	1523	San Francisco (Be Sure To Wear Some Flowers In Your Hair)	1967
3436	1524	Millionaires	2013
3437	1525	Crazy	1991
3438	1525	Kiss From A Rose	1995
3439	1526	Killer	1990
3440	1527	A World Of Our Own	1965
3441	1527	The Carnival Is Over	1965
3442	1528	Je T'Aime Moi Non Plus	1969
3443	1529	Mas Que Nada	1966
3444	1530	Anarchy In The U.K.	1976
3445	1530	GOD SAVE THE QUEEN	1979
3446	1531	Down On The Street	1984
3447	1532	This Ole House	1981
3448	1533	Hips Don't Lie	2007
3449	1533	Underneath Your Clothes	2002
3450	1533	Whenever Wherever	2002
3451	1534	Leader Of The Pack	1976
3452	1535	From This Moment On	1997
3453	1535	Man I Feel Like A Woman	1999
3454	1535	That Don't Impress Me Much	1999
3455	1535	You're Still The One	1998
3456	1536	Do You Love Me	1973
3457	1537	Shame And Scandal In The Family	1965
3458	1538	In My Blood	2018
3459	1538	Mercy	2016
3460	1538	Stitches	2015
3461	1538	There's Nothing Holdin'Me Back	2017
3462	1539	For Your Eyes Only	1981
3463	1540	Singing In The Rain	1977
3464	1541	Geronimo	2014
3465	1542	Howzat	1976
3466	1543	All I Wanna Do	1994
3467	1544	Shame Shame Shame	1975
3468	1545	Goldfinger	1965
3469	1545	Something	1970
3470	1545	This Is My Life	1979
3471	1546	Heel Even	1981
3472	1547	Mighty Joe	1969
3473	1547	Never Marry A Railroad Man	1970
3474	1547	Venus	1969
3475	1548	Chandelier	2013
3476	1548	The Greatest	2016
3477	1549	My Way	1998
3478	1550	Bridge Over Troubled Water	1970
3479	1550	Cecilia	1970
3480	1550	El Condor Pasa	1970
3481	1550	Homeward Bound	1966
3482	1550	I Am A Rock	1966
3483	1550	Mrs. Robinson	1968
3484	1550	My Little Town	1975
3485	1550	Scarborough Fair	1966
3486	1550	The Boxer	1969
3487	1550	The Sound Of Silence	1966
3488	1551	Alive And Kicking	1985
3489	1551	Belfast Child	1989
3490	1551	Don't You (Forget About Me)	1985
3491	1551	New Gold Dream	1982
3492	1551	Promised You A Miracle	1982
3493	1551	Someone Somewhere In Summertime	1982
3494	1551	Waterfront	1983
3495	1552	Fairground	1995
3496	1552	Holding Back The Years	1985
3497	1552	Home	2003
3498	1552	If You Don't Know Me By Now	1989
3499	1552	Money's Too Tight To Mention	1985
3500	1552	So Not Over You	2007
3501	1552	Stars	1991
3502	1552	Stay	2007
3503	1552	Sunrise	2003
3504	1553	Nothing Compares 2 U	1990
3505	1553	Troy	1987
3506	1554	Mendocino	1969
3507	1555	Lost In Music	1979
3508	1555	We Are Family	1979
3509	1556	Kiss Me	1999
3510	1557	Op Fietse	1997
3511	1558	Hedonism	1997
3512	1558	Weak	1995
3513	1559	Wildflower	1974
3514	1560	Coz I Luv You	1971
3515	1560	Far Far Away	1974
3516	1560	Get Down And Get With It	1971
3517	1560	How Does It Feel	1975
3518	1560	Merry Xmas Everybody	1973
3519	1561	Angel Of Death	1986
3520	1562	For Ever And Ever	1976
3521	1563	All Or Nothing	1966
3522	1563	Itchycoo Park	1967
3523	1563	Lazy Sunday	1968
3524	1563	Tin Soldier	1968
3525	1564	All Star	1999
3526	1565	1979	1996
3527	1565	Bullet With Butterfly Wings	1995
3528	1565	Disarm	1993
3529	1565	Tonight, Tonight	1995
3530	1566	Bigmouth Strikes Again	1986
3531	1566	This Charming Man	1983
3532	1567	Tears Of A Clown	1970
3533	1568	I'll Meet You At Midnight	1976
3534	1568	Lay Back In The Arms Of Someone	1977
3535	1568	Living Next Door To Alice	1977
3536	1568	Needles And Pins	1977
3537	1569	Rhythm Is A Dancer	1992
3538	1570	Reünie	2019
3539	1571	Driver's Seat	1980
3540	1572	Chasing Cars	2006
3541	1572	Chocolate	2010
3542	1572	Crack The Shutters	2008
3543	1572	Just Say Yes	2009
3544	1572	Run	2004
3545	1572	Set The Fire To The Third Bar	2006
3546	1572	Shut Your Eyes	2007
3547	1572	This Isn't Everything You Are	2011
3548	1573	Bird Of Paradise	1984
3549	1574	Tainted Love	1981
3550	1575	I'll Be There For You	1997
3551	1576	I Got You Babe	1965
3552	1576	Little Man	1966
3553	1576	The Beat Goes On	1967
3554	1577	The Way To Your Heart	1988
3555	1578	Black Hole Sun	1994
3556	1579	Can't Stop Running	1983
3557	1580	Gold	1983
3558	1580	Only When You Leave	1984
3559	1580	Through The Barricades	1986
3560	1580	True	1983
3561	1581	Just For You	1981
3562	1581	You And Me	1980
3563	1582	This Town Ain't Big Enough For Both Of Us	1974
3564	1583	Katinka	1962
3565	1584	Mama	1997
3566	1584	Wannabe	1996
3567	1585	Skandal Im Sperrbezirk	1982
3568	1586	Two Princes	1993
3569	1587	Bagagedrager	2002
3570	1587	Kom Terug	2012
3571	1587	Voor Ik Vergeet	2002
3572	1588	I Hope I Never	1981
3573	1588	Message To My Girl	1984
3574	1589	Wind En Zeilen	1985
3575	1590	Swinging On A Star	1974
3576	1591	I Wil Return	1971
3577	1592	Hit The Road Jack	1976
3578	1593	Camouflage	1986
3579	1594	Afternoon Delight	1976
3580	1595	Stars On 45	1981
3581	1596	Nothing's Gonna Stop Us Now	1987
3582	1596	We Built This City	1985
3583	1597	Down Down	1975
3584	1597	Ice In The Sun	1968
3585	1597	In The Army Now	1986
3586	1597	Pictures Of Matchstick Men	1968
3587	1597	Rockin' All Over The World	1977
3588	1597	Roll Over Lay Down (live)	1975
3589	1597	The Wanderer	1984
3590	1597	Whatever You Want	1979
3591	1598	Late Again	1973
3592	1598	Stuck In The Middle With You	1973
3593	1599	All Around My Hat	1976
3594	1600	Do It Again	1972
3595	1600	Reelin' In The Years	1973
3596	1600	Rikki Don't Lose That Number	1974
3597	1601	Hilton Barcelona	1994
3598	1601	Ik Heb Je Lief	1992
3599	1601	Is Dit Nu Later	1990
3600	1601	Papa	1991
3601	1602	Never Knew Love Like This Before	1980
3602	1603	On And On	1977
3603	1604	Love The One You're With	1971
3604	1605	Born To Be Wild	1968
3605	1606	DAKOTA	2005
3606	1606	Maybe Tomorrow	2003
3607	1607	Make Me Smile (Come Up And See Me)	1975
3608	1608	Abracadabra	1982
3609	1608	Fly Like An Eagle	1976
3610	1608	Rock 'n Me	1976
3611	1608	The Joker	1973
3612	1609	Sympathy	1970
3613	1610	Higher Love	1986
3614	1610	While You See A Chance	1981
3615	1611	Poetry Man	2005
3616	1612	Stand Back	1983
3617	1613	Pride And Joy	1983
3618	1614	As	1976
3619	1614	Don't You Worry 'Bout A Thing	1974
3620	1614	Happy Birthday	1981
3621	1614	I Just Called To Say I Love You	1984
3622	1614	I Wish	1977
3623	1614	Isn't She Lovely	1976
3624	1614	Master Blaster (Jammin')	1980
3625	1614	Sir Duke	1977
3626	1614	Superstition	1973
3627	1614	Yester Me Yester You Yesterday	1969
3628	1614	You Are The Sunshine Of My Life	1973
3629	1615	How Come How Long	1997
3630	1616	Desert Rose	2000
3631	1616	Englishman In New York	1988
3632	1616	Fields Of Gold	1993
3633	1616	Fragile	1988
3634	1616	If You Love Somebody Set Them Free	1985
3635	1616	Russians	1985
3636	1616	Shape of my heart	1993
3637	1617	Moon Over Bourbon Street	1985
3638	1618	Fools Gold	1991
3639	1619	Plush	1993
3640	1620	Part Of The Union	1973
3641	1621	Runaway Boys	1980
3642	1622	Why Did You Do It	1976
3643	1623	Alors On Danse	2010
3644	1623	Formidable	2013
3645	1623	Papaoutai	2013
3646	1623	Tous Les Memes	2013
3647	1624	My Ever Changing Moods	1984
3648	1625	Can't Give You Anything But My Love	1975
3649	1626	Babe	1979
3650	1626	Boat On The River	1980
3651	1627	Norman	1962
3652	1628	Rapper's Delight	1979
3653	1629	Don't Call Us We'll Call You	1975
3654	1630	Radio	1972
3655	1630	She Was Naked	1970
3656	1631	Breakfast In America	1979
3657	1631	Cannonball	1985
3658	1631	Crime Of The Century	1974
3659	1631	Dreamer	1974
3660	1631	Fool's Overture	1977
3661	1631	Give A Little Bit	1977
3662	1631	Goodbye Stranger	1979
3663	1631	Hide In Your Shell	1974
3664	1631	It's Raining Again	1982
3665	1631	Rudy	1974
3666	1631	School	1974
3667	1631	Take The Long Way Home	1979
3668	1631	The Logical Song	1979
3669	1632	Windsurfing	1978
3670	1633	Burning Heart	1986
3671	1633	Eye Of The Tiger	1982
3672	1634	Arms Of Mary	1976
3673	1635	Als het avond is	2018
3674	1635	Blauwe dag	2019
3675	1636	Luka	1987
3676	1637	If You Can't Give Me Love	1978
3677	1638	Stumblin' In	1978
3678	1639	Don't You Worry Child	2012
3679	1640	Sad Sweet Dreamer	1974
3680	1641	Hippy Hippy Shake	1964
3681	1642	Spooky's Day Off	1969
3682	1643	Zuiderzeeballade	1962
3683	1644	Little Girl	1966
3684	1645	Chop Suey!	2001
3685	1646	Get It On	1971
3686	1646	Hot Love	1971
3687	1869	China In Your Hand	1987
3688	1647	Back For Good	1995
3689	1647	Patience	2006
3690	1647	The Flood	2010
3691	1648	It's My Life	1984
3692	1648	Life's What You Make It	1985
3693	1648	Living In Another World	1986
3694	1648	Such A Shame	1984
3695	1649	Once In A Lifetime	1981
3696	1649	Psycho Killer	1978
3697	1649	Road To Nowhere	1985
3698	1649	Slippery People (Live)	1985
3699	1650	Let It Happen	2015
3700	1650	The Less I Know The Better	2015
3701	1651	Stand By Your Man	1975
3702	1652	Good Tradition	1988
3703	1652	Twist In My Sobriety	1988
3704	1653	Don't Take Away The Music	1976
3705	1653	Heaven Must Be Missing An Angel	1976
3706	1653	More Than A Woman	1978
3707	1654	LOVE STORY	2009
3708	1654	Shake It Off	2014
3709	1655	Everything Has Changed	2013
3710	1656	Ding A Dong	1975
3711	1657	Change	1982
3712	1657	Everybody Wants To Rule The World	1985
3713	1657	Mad World	1982
3714	1657	Shout	1985
3715	1657	Sowing The Seeds Of Love	1989
3716	1657	Woman In Chains	1989
3717	1658	Ma Belle Amie	1969
3718	1658	She Likes Weeds	1970
3719	1659	Hunger Strike	1991
3720	1660	Treat Her Like A Lady	1985
3721	1661	Wunderbar	1981
3722	1662	You	1991
3723	1663	I'm Going Home	1971
3724	1664	Tribute	2003
3725	1665	Dance Little Sister	1987
3726	1665	Sign Your Name	1988
3727	1666	Seasons In The Sun	1974
3728	1667	Aquarius / Let The Sunshine In	1969
3729	1668	Don't Answer Me	1984
3730	1668	Eye In The Sky	1982
3731	1668	Old And Wise	1982
3732	1668	The Turn Of A Friendly Card	1980
3733	1669	Jessica	1976
3734	1669	Ramblin' Man	1973
3735	1670	Ik Ga Naar Frankrijk	1984
3736	1670	Oude Maasweg	1982
3737	1671	Bring It On Home To Me	1965
3738	1671	It's My Life	1965
3739	1671	Ring Of Fire	1969
3740	1671	The House Of The Rising Sun	1964
3741	1671	We've Got To Get Out Of This Place	1965
3742	1672	Sugar Sugar	1969
3743	1673	Along Comes Mary	1966
3744	1674	Love Shack	1989
3745	1675	A Piece Of The Action	1978
3746	1675	Everytime I Think Of You	1979
3747	1675	Isn't It Time	1977
3748	1676	The Weight	1968
3749	1677	Umbrella	2010
3750	1678	Saturday Night	1976
3751	1679	Barbara Ann	1966
3752	1679	California Girls	1965
3753	1679	Cottonfields	1969
3754	1679	Do It Again	1968
3755	1679	God Only Knows	1966
3756	1679	Good Vibrations	1966
3757	1679	Help me Rhonda	1965
3758	1679	Heroes And Villains	1967
3759	1679	I Can Hear Music	1969
3760	1679	I Get Around	1964
3761	1679	Kokomo	1989
3762	1679	Sloop John B	1966
3763	1679	Tears in the morning	1970
3764	1679	Then I Kissed Her	1967
3765	1679	Wouldn't It Be Nice	1966
3766	1680	A Day In The Life	1967
3767	1680	A Hard Day's Night	1964
3768	1680	Across The Universe	1970
3769	1680	All you need is love	1967
3770	1680	All My Loving	1964
3771	1680	And I Love Her	1964
3772	1680	Baby's In Black	1965
3773	1680	Back In The USSR	1968
3774	1680	Ballad Of John & Yoko	1969
3775	1680	Blackbird	1968
3776	1680	Can't Buy Me Love	1964
3777	1680	Come Together	1969
3778	1680	Day Tripper	1965
3779	1680	Don't Let Me Down	1969
3780	1680	Eight Days A Week	1965
3781	1680	Eleanor Rigby	1966
3782	1680	For No One	1966
3783	1680	Get Back	1969
3784	1680	Girl	1965
3785	1680	Hello Goodbye	1967
3786	1680	Help!	1965
3787	1680	Here Comes The Sun	1969
3788	1680	Here There And Everywhere	1966
3789	1680	Hey Jude	1968
3790	1680	I Am The Walrus	1967
3791	1680	I Saw Her Standing There	1963
3792	1680	If I Fell	1965
3793	1680	In My Life	1965
3794	1680	I Feel Fine	1965
3795	1680	I Should Have Known Better	1964
3796	1680	I Want To Hold Your Hand	1964
3797	1680	Lady Madonna	1968
3798	1680	Let It Be	1970
3799	1680	Long Tall Sally	1964
3800	1680	Love Me Do	1963
3801	1680	Lucy In The Sky With Diamonds	1967
3802	1680	Magical Mystery Tour	1967
3803	1680	Michelle	1966
3804	1680	No Reply	1965
3805	1680	Norwegian Wood (This Bird Has Flown)	1965
3806	1680	Ob La Di, Ob La Da	1969
3807	1680	Paperback Writer	1966
3808	1680	Penny Lane	1967
3809	1680	Please, Please Me	1964
3810	1680	Rock And Roll Music	1965
3811	1680	Sgt Pepper's Lonely Hearts Club Band	1967
3812	1680	She Loves You	1963
3813	1680	She's Leaving Home	1967
3814	1680	Something	1969
3815	1680	Strawberry Fields Forever	1967
3816	1680	The Fool On The Hill	1967
3817	1680	The Long And Winding Road	1970
3818	1680	Ticket To Ride	1965
3819	1680	Twist And Shout	1963
3820	1680	We Can Work It Out	1965
3821	1680	When I'm Sixty-Four	1967
3822	1680	While My Guitar Gently Weeps	1968
3823	1680	Yellow Submarine	1966
3824	1680	Yesterday	1965
3825	1681	If I Said You Had A Beautiful Body	1979
3826	1681	Let Your Love Flow	1976
3827	1682	Hard to handle	1990
3828	1682	Remedy	1992
3829	1683	I Gotta Feeling	2009
3830	1683	Where Is The Love	2003
3831	1684	Gold On The Ceiling	2011
3832	1684	Little Black Submarines	2011
3833	1684	Lonely Boy	2011
3834	1685	Tinseltown In The Rain	1984
3835	1686	Everybody Needs Somebody To Love	1989
3836	1687	I Don't Like Mondays	1979
3837	1688	The Letter	1967
3838	1689	Diamonds	2013
3839	1690	Give Up Your Guns	1972
3840	1691	All I Really Want To Do	1965
3841	1691	Eight Miles High	1966
3842	1691	Jesus Is Just Allright	1970
3843	1691	Mr Spaceman	1966
3844	1691	Mr. Tambourine Man	1965
3845	1691	My Back Pages	1967
3846	1691	Turn! Turn! Turn!	1965
3847	1692	Drive	1984
3848	1693	Jesamine	1968
3849	1694	Be My Day	1974
3850	1694	Lea	1968
3851	1694	Let's Dance	1972
3852	1694	Marian	1969
3853	1694	One Way Wind	1971
3854	1694	Rock 'n Roll	1974
3855	1694	Scarlet Ribbons	1969
3856	1694	Sure He's A Cat	1967
3857	1694	The End Of The Show	1980
3858	1694	Times Were When	1968
3859	1694	Vaya Con Dios	1972
3860	1694	Where Have I Been Wrong	1970
3861	1694	Why	1969
3862	1695	Something Just Like This	2017
3863	1696	GALVANIZE	2005
3864	1696	HEY BOY HEY GIRL	1999
3865	1697	He's So Fine	1963
3866	1698	Words	1990
3867	1699	London Calling	1979
3868	1699	Rock The Casbah	1982
3869	1699	Should I Stay Or Should I Go	1991
3870	1699	The magnificent seven	1980
3871	1700	My Lady Of Spain	1972
3872	1701	Brick House	1978
3873	1701	Easy	1978
3874	1701	Nightshift	1985
3875	1701	Sail On	1979
3876	1701	Still	1979
3877	1701	Three Times A Lady	1978
3878	1702	Calm After The Storm	2014
3879	1702	Love Goes On	2014
3880	1702	We Don't Make The Wind Blow	2015
3881	1703	Don't Leave Me This Way	1986
3882	1704	'74-'75	1995
3883	1705	Do You Love Me	1963
3884	1706	Breathless	2000
3885	1706	Radio	2000
3886	1707	Linger	1993
3887	1707	Ode To My Family	1994
3888	1707	Zombie	1994
3889	1708	Streetlife	1979
3890	1709	Da Doo Ron Ron	1963
3891	1710	She Sells Sanctuary	1986
3892	1711	A Forest	1980
3893	1711	Boys Don't Cry	1986
3894	1711	Close To Me	1985
3895	1711	Friday I'm In Love	1992
3896	1711	In Between Days	1985
3897	1711	Lovesong	1989
3898	1711	Lullaby	1989
3899	1712	Take Five	1962
3900	1713	Bits And Pieces	1964
3901	1713	Everybody Knows	1967
3902	1713	Glad All Over	1964
3903	1714	The Opera	1975
3904	1714	The Show	1973
3905	1715	China Grove	1973
3906	1715	Listen To The Music	1972
3907	1715	Long Train Runnin'	1973
3908	1715	What A Fool Believes	1978
3909	1716	Break On Through	1967
3910	1716	Crystal Ship	1967
3911	1716	L.A. Woman	1971
3912	1716	Light My Fire	1967
3913	1716	Love Her Madly	1971
3914	1716	People Are Strange	1967
3915	1716	Riders On The Storm	1971
3916	1716	Roadhouse Blues	1970
3917	1716	The End	1967
3918	1716	Touch Me	1969
3919	1716	Waiting For The Sun	1971
3920	1717	Kissing In The Back Row Of The Movies	1974
3921	1717	Save The Last Dance For Me	1961
3922	1717	Under The Boardwalk	1964
3923	1717	Up On The Roof	1962
3924	1718	Friday On My Mind	1966
3925	1718	Hello How Are You	1968
3926	1719	Baby Come Back	1968
3927	1720	All I Have To Do Is Dream	1958
3928	1720	Bye Bye Love	1957
3929	1720	Cathy's Clown	1960
3930	1720	Claudette	1958
3931	1720	Crying In The Rain	1962
3932	1720	Ebony Eyes	1961
3933	1720	Let It Be Me	1960
3934	1720	On The Wings Of A Nightingale	1984
3935	1720	Wake Up Little Susie	1958
3936	1721	Nothing But A Heartache	1968
3937	1721	Someone Out There	1968
3938	1722	Float On	1977
3939	1723	Let's Go To San Fransisco	1967
3940	1724	Only You	1984
3941	1725	Baby Now That I've Found You	1967
3942	1726	Tell Me Why	1951
3943	1727	December 1963 (Oh What A Night)	1976
3944	1728	How To Save A Life	2007
3945	1729	American Woman	1970
3946	1729	Clap For The Wolfman	1974
3947	1730	From The Underworld	1967
3948	1731	Bus Stop	1966
3949	1731	Carrie Anne	1967
3950	1731	He Ain't Heavy... He's My Brother	1969
3951	1731	King Midas In Reverse	1967
3952	1731	Look Through Any Window	1965
3953	1731	Man Without A Heart	1970
3954	1731	Sorry Suzanne	1969
3955	1731	The Air That I Breathe	1974
3956	1731	The Baby	1972
3957	1731	The Day That Curly Billy Show Down Crazy Sam McGee	1973
3958	1732	Caravan Of Love	1987
3959	1733	Don't You Want Me	1982
3960	1734	I'll Be Free	1966
3961	1735	Behind A Painted Smile	1969
3962	1735	The Highways of My Life	1973
3963	1736	Tossin And Turnin	1965
3964	1737	Blame It On The Boogie	1978
3965	1738	Shake Your Body (Down To The Ground)	1979
3966	1739	A Town Called Malice	1980
3967	1740	Wheels	1961
3968	1741	Human	2008
3969	1741	Mr. Brightside	2005
3970	1741	SOMEBODY TOLD ME	2004
3971	1742	All Day And All Of The Night	1964
3972	1742	Celluloid Heroes	1973
3973	1742	Come Dancing	1983
3974	1742	Dandy	1966
3975	1742	Days	1968
3976	1742	Dead End Street	1966
3977	1742	Dedicated Follower Of Fashion	1966
3978	1742	Lola	1970
3979	1742	Lola (live)	1980
3980	1742	Mr. Pleasant	1967
3981	1742	Shangrila	1969
3982	1742	Sunny Afternoon	1966
3983	1742	Till The End Of The Day	1965
3984	1742	Tired Of Waiting For You	1965
3985	1742	Waterloo Sunset	1967
3986	1742	Where Have All The Good Times Gone	1965
3987	1742	You Really Got Me	1964
3988	1743	My Sharona	1979
3989	1744	Naive	2006
3990	1744	She Moves In Her Own Way	2006
3991	1745	Everybody's Got To Learn Sometime	1980
3992	1746	Mexico	1972
3993	1746	To My Father's House	1970
3994	1747	Ho Hey	2013
3995	1748	Heartache Avenue	1983
3996	1749	California Dreamin'	1966
3997	1749	Dedicated To The One I Love	1967
3998	1749	I Saw Her Again	1966
3999	1749	Monday, Monday	1966
4000	1749	Twelve Thirty	1967
4001	1750	Chanson D'Amour	1976
4002	1751	I See The Rain	1967
4003	1751	Ob La Di, Ob La Da	1968
4004	1751	Rainbow	1970
4005	1751	Reflections Of My Life	1970
4006	1752	Dance The Night Away	1998
4007	1753	A Little Bit Me A Little Bit You	1967
4008	1753	Daydream Believer	1967
4009	1753	I'm A Believer	1966
4010	1753	Last Train To Clarksville	1966
4011	1754	Boulevard De La Madeleine	1966
4012	1754	Go Now	1965
4013	1754	Had To Fall In Love	1978
4014	1754	I'm Just A Singer (In A Rock And Roll Band)	1973
4015	1754	Nights In White Satin	1968
4016	1754	Question	1970
4017	1754	Ride My See-Saw	1968
4018	1754	The Story In Your Eyes	1971
4019	1754	Tuesday Afternoon	1968
4020	1755	Airport	1978
4021	1756	Blackberry Way	1968
4022	1756	Fire Brigade	1968
4023	1756	Flowers In The Rain	1967
4024	1756	I Can Hear The Grass Now	1967
4025	1757	I'd Like To Teach The World To Sing	1972
4026	1758	Can't Make Up My Mind	2012
4027	1759	Mr. Bojangles	1971
4028	1760	I'm In The Mood For Dancing	1980
4029	1761	Backstabbers	1972
4030	1761	I Love Music	1976
4031	1762	Slapeloze Nachten	2013
4032	1763	Crazy Horses	1972
4033	1763	Down By The Lazy River	1973
4034	1764	Tribute (Right On)	1988
4035	1765	Do It Anyway You Wanna	1975
4036	1766	Fairytale of New York	1987
4037	1767	Can't Stand Losing You	1979
4038	1767	Don't Stand So Close To Me	1980
4039	1767	Every Breath You Take	1983
4040	1767	Every Little Thing She Does Is Magic	1981
4041	1767	Message In A Bottle	1979
4042	1767	Roxanne	1979
4043	1767	So Lonely	1979
4044	1767	Walking On The Moon	1979
4045	1768	2000 Miles	1983
4046	1768	Back On The Chain Gang	1982
4047	1768	Brass In Pocket	1980
4048	1768	Don't Get Me Wrong	1986
4049	1768	Hymn To Her	1987
4050	1768	I Go To Sleep	1981
4051	1769	Don't Bring Me Down	1964
4052	1770	I'm Gonna Be (500 Miles)	1988
4053	1771	Groovin'	1967
4054	1772	Don't Wanna Say Goodbye	1972
4055	1773	You To Me Are Everything	1976
4056	1774	Unchained Melody	1965
4057	1774	You've Lost That Lovin' Feeling	1965
4058	1775	Don't Be Afraid Of The Dark	1988
4059	1775	Right Next Door	1987
4060	1776	(I Can't Get No) Satisfaction	1965
4061	1776	19th Nervous Breakdown	1966
4062	1776	2.000 Light Years From Home	1967
4063	1776	Angie	1973
4064	1776	As Tears Go By	1966
4065	1776	Beast Of Burden	1978
4066	1776	Brown Sugar	1971
4067	1776	Dead Flowers	1971
4068	1776	Fool To Cry	1976
4069	1776	Get Off Of My Cloud	1965
4070	1776	Get Your Kicks On Route 66	1964
4071	1776	Gimme Shelter	1969
4072	1776	Heart Of Stone	1965
4073	1776	Honky Tonk Women	1969
4074	1776	Hot Stuff	1976
4075	1776	It's All Over Now	1964
4076	1776	It's Only Rock 'n Roll	1974
4077	1776	Jumping Jack Flash	1968
4078	1776	Lady Jane	1966
4079	1776	Let's Spend The Night Together	1967
4080	1776	Little Red Rooster	1965
4081	1776	Long Long While	1966
4082	1776	Memory Motel	1976
4083	1776	Midnight Rambler	1969
4084	1776	Miss You	1978
4085	1776	Mothers Little Helper	1966
4086	1776	Paint It Black	1966
4087	1776	Play With Fire	1965
4088	1776	Ruby Tuesday	1967
4089	1776	She's A Rainbow	1967
4090	1776	Star Star	1974
4091	1776	Start Me Up	1981
4092	1776	Street Fighting Man	1968
4093	1776	Sympathy For The Devil	1973
4094	1776	Tell Me (You're Coming Back)	1965
4095	1776	That's How Strong My Love Is	1965
4096	1776	The Last Time	1965
4097	1776	Time Is On My Side	1965
4098	1776	Time Waits For No One	1974
4099	1776	Tumbling Dice	1972
4100	1776	Under My Thumb	1966
4101	1776	Undercover Of The Night	1983
4102	1776	Waiting On A Friend	1981
4103	1776	We Love You	1967
4104	1776	Wild Horses	1971
4105	1776	You Can't Always Get What You Want	1969
4106	1777	Be My Baby	1963
4107	1778	Snoopy VS The Red Baron	1967
4108	1779	I can do it	1975
4109	1779	Jukebox Jive	1974
4110	1779	Sugar Baby Love	1974
4111	1779	You're The Reason Why	1976
4112	1780	Blauw	1991
